rank,pain_score,company,domain,integration_opportunity,axis1_key_integration,axis2_complexity,sor_hits,jobs_pain_score,integration_jobs,integration_job_titles,silo_jobs,silo_job_titles,ats,has_full_time_cto,leadership_count,tech_count,total_employees,technical_ratio,funding_range,industry,why_i_believed,opener
489,7.5,StratusLIVE,stratuslive.com,ERP integration (NetSuite/SAP/Dynamics),3,1,dynamics 365|microsoft dynamics,0,0,,0,,,yes,1,20,38,0.526,$1M - $5M,Software Development,"depends on dynamics 365, microsoft dynamics; 20 technical of ~38 staff (ratio 0.526)","Hi there, I work as a fractional CTO on exactly your situation — StratusLIVE where ERP integration (NetSuite/SAP/Dynamics) looks central to your growth. I led ERP integration work at Veeva for a decade; I'd love to show how I'd ship it without stalling your roadmap."
490,7.5,PatientIQ,patientiq.io,EHR/clinical-data integration (Epic/athena/HL7-FHIR),3,1,emr integration,0,0,,0,,,yes,3,20,94,0.213,$10M - $25M,Hospitals and Health Care,depends on emr integration; 20 technical of ~94 staff (ratio 0.213),"Hi there, I work as a fractional CTO on exactly your situation — PatientIQ where EHR/clinical-data integration (Epic/athena/HL7-FHIR) looks central to your growth. I led EHR/clinical-data integration work at Veeva for a decade; I'd love to show how I'd ship it without stalling your roadmap."
491,7.5,Tilt,hellotilt.com,Workday/HRIS integration,3,1,hris integration,0,0,,0,,ashby,yes,2,20,153,0.131,$10M - $25M,Software Development,depends on hris integration; 20 technical of ~153 staff (ratio 0.131),"Hi there, I work as a fractional CTO on exactly your situation — Tilt where Workday/HRIS integration looks central to your growth. I led Workday/HRIS integration work at Veeva for a decade; I'd love to show how I'd ship it without stalling your roadmap."
492,7.5,"Glassbeam, Inc",glassbeam.com,EHR/clinical-data integration (Epic/athena/HL7-FHIR),3,1,hl7,0,0,,0,,greenhouse,yes,2,4,46,0.087,$10M - $25M,Software Development,depends on hl7; 4 technical of ~46 staff (ratio 0.087),"Hi there, I work as a fractional CTO on exactly your situation — Glassbeam, Inc where EHR/clinical-data integration (Epic/athena/HL7-FHIR) looks central to your growth. I led EHR/clinical-data integration work at Veeva for a decade; I'd love to show how I'd ship it without stalling your roadmap."
493,7.5,Rimidi,rimidi.com,EHR/clinical-data integration (Epic/athena/HL7-FHIR),3,1,ehr integration|fhir,0,0,,0,,,yes,1,6,26,0.231,$5M - $10M,Hospitals and Health Care,"depends on ehr integration, fhir; 6 technical of ~26 staff (ratio 0.231)","Hi there, I work as a fractional CTO on exactly your situation — Rimidi where EHR/clinical-data integration (Epic/athena/HL7-FHIR) looks central to your growth. I led EHR/clinical-data integration work at Veeva for a decade; I'd love to show how I'd ship it without stalling your roadmap."
494,7.5,"Quinsite, Inc.",quinsite.com,EHR/clinical-data integration (Epic/athena/HL7-FHIR),3,1,interoperability,0,0,,0,,,yes,1,8,27,0.296,$10M - $25M,Hospitals and Health Care,depends on interoperability; 8 technical of ~27 staff (ratio 0.296),"Hi there, I work as a fractional CTO on exactly your situation — Quinsite, Inc. where EHR/clinical-data integration (Epic/athena/HL7-FHIR) looks central to your growth. I led EHR/clinical-data integration work at Veeva for a decade; I'd love to show how I'd ship it without stalling your roadmap."
495,7.5,"FatTail, Inc.",fattail.com,Salesforce integration,3,1,salesforce,0,0,,0,,,yes,3,20,26,0.769,$1M - $5M,"Technology, Information and Internet",depends on salesforce; 20 technical of ~26 staff (ratio 0.769),"Hi there, I work as a fractional CTO on exactly your situation — FatTail, Inc. where Salesforce integration looks central to your growth. I led Salesforce integration work at Veeva for a decade; I'd love to show how I'd ship it without stalling your roadmap."
496,7.5,"Efficient Drivetrains, Inc.",efficientdrivetrains.com,claims/EDI integration,3,1,edi,0,0,,0,,,yes,1,3,6,0.5,$1M - $5M,Motor Vehicle Manufacturing,depends on edi; 3 technical of ~6 staff (ratio 0.5),"Hi there, I work as a fractional CTO on exactly your situation — Efficient Drivetrains, Inc. where claims/EDI integration looks central to your growth. I led claims/EDI integration work at Veeva for a decade; I'd love to show how I'd ship it without stalling your roadmap."
497,7.5,GPS Insight,fieldaware.com,ERP integration (NetSuite/SAP/Dynamics),3,1,netsuite,0,0,,0,,,yes,8,50,247,0.202,$10M - $25M,Software Development,depends on netsuite; 50 technical of ~247 staff (ratio 0.202),"Hi there, I work as a fractional CTO on exactly your situation — GPS Insight where ERP integration (NetSuite/SAP/Dynamics) looks central to your growth. I led ERP integration work at Veeva for a decade; I'd love to show how I'd ship it without stalling your roadmap."
498,7.5,Youreka,youreka.io,Salesforce integration,3,1,salesforce,0,0,,0,,,yes,1,20,57,0.351,$5M - $10M,Software Development,depends on salesforce; 20 technical of ~57 staff (ratio 0.351),"Hi there, I work as a fractional CTO on exactly your situation — Youreka where Salesforce integration looks central to your growth. I led Salesforce integration work at Veeva for a decade; I'd love to show how I'd ship it without stalling your roadmap."
499,7.5,Synch,withsynch.com,Salesforce integration,3,1,salesforce,0,0,,0,,,yes,1,1,11,0.091,$1M - $5M,Software Development,depends on salesforce; 1 technical of ~11 staff (ratio 0.091),"Hi there, I work as a fractional CTO on exactly your situation — Synch where Salesforce integration looks central to your growth. I led Salesforce integration work at Veeva for a decade; I'd love to show how I'd ship it without stalling your roadmap."
500,7.5,Rooster Scheduling,rooster.us,Workday/HRIS integration,3,1,workday,0,0,,0,,,yes,2,4,32,0.125,$5M - $10M,Software Development,depends on workday; 4 technical of ~32 staff (ratio 0.125),"Hi there, I work as a fractional CTO on exactly your situation — Rooster Scheduling where Workday/HRIS integration looks central to your growth. I led Workday/HRIS integration work at Veeva for a decade; I'd love to show how I'd ship it without stalling your roadmap."
501,7.5,Qobra,qobra.co,ERP integration (NetSuite/SAP/Dynamics),3,1,sap,0,0,,0,,,yes,3,1,65,0.015,$10M - $25M,Software Development,depends on sap; 1 technical of ~65 staff (ratio 0.015),"Hi there, I work as a fractional CTO on exactly your situation — Qobra where ERP integration (NetSuite/SAP/Dynamics) looks central to your growth. I led ERP integration work at Veeva for a decade; I'd love to show how I'd ship it without stalling your roadmap."
502,7.5,Nektar.ai,nektar.ai,Salesforce integration,3,1,salesforce|snowflake,0,0,,0,,,yes,1,1,53,0.019,$5M - $10M,Software Development,"depends on salesforce, snowflake; 1 technical of ~53 staff (ratio 0.019)","Hi there, I work as a fractional CTO on exactly your situation — Nektar.ai where Salesforce integration looks central to your growth. I led Salesforce integration work at Veeva for a decade; I'd love to show how I'd ship it without stalling your roadmap."
503,7.5,amplo,amplo.com,Salesforce integration,3,1,salesforce,0,0,,0,,,yes,1,7,36,0.194,$10M - $25M,Software Development,depends on salesforce; 7 technical of ~36 staff (ratio 0.194),"Hi there, I work as a fractional CTO on exactly your situation — amplo where Salesforce integration looks central to your growth. I led Salesforce integration work at Veeva for a decade; I'd love to show how I'd ship it without stalling your roadmap."
504,7.5,Videowise,videowise.com,Salesforce integration,3,1,salesforce,0,0,,0,,,yes,1,1,36,0.028,$1M - $5M,Software Development,depends on salesforce; 1 technical of ~36 staff (ratio 0.028),"Hi there, I work as a fractional CTO on exactly your situation — Videowise where Salesforce integration looks central to your growth. I led Salesforce integration work at Veeva for a decade; I'd love to show how I'd ship it without stalling your roadmap."
505,7.5,TryNow.com,trynow.com,Salesforce integration,3,1,salesforce,0,0,,0,,,yes,2,2,21,0.095,$10M - $25M,Software Development,depends on salesforce; 2 technical of ~21 staff (ratio 0.095),"Hi there, I work as a fractional CTO on exactly your situation — TryNow.com where Salesforce integration looks central to your growth. I led Salesforce integration work at Veeva for a decade; I'd love to show how I'd ship it without stalling your roadmap."
506,7.5,ProofPilot,proofpilot.com,EHR/clinical-data integration (Epic/athena/HL7-FHIR),3,1,emr integration,0,0,,0,,,yes,1,8,35,0.229,$10M - $25M,Software Development,depends on emr integration; 8 technical of ~35 staff (ratio 0.229),"Hi there, I work as a fractional CTO on exactly your situation — ProofPilot where EHR/clinical-data integration (Epic/athena/HL7-FHIR) looks central to your growth. I led EHR/clinical-data integration work at Veeva for a decade; I'd love to show how I'd ship it without stalling your roadmap."
507,7.5,GoFormz,goformz.com,Salesforce integration,3,1,salesforce|procore,0,0,,0,,,yes,4,30,63,0.476,$10M - $25M,Software Development,"depends on salesforce, procore; 30 technical of ~63 staff (ratio 0.476)","Hi there, I work as a fractional CTO on exactly your situation — GoFormz where Salesforce integration looks central to your growth. I led Salesforce integration work at Veeva for a decade; I'd love to show how I'd ship it without stalling your roadmap."
508,7.5,Hiver,grexit.com,EHR/clinical-data integration (Epic/athena/HL7-FHIR),3,1,epic,0,0,,0,,,yes,5,2,278,0.007,$10M - $25M,Software Development,depends on epic; 2 technical of ~278 staff (ratio 0.007),"Hi there, I work as a fractional CTO on exactly your situation — Hiver where EHR/clinical-data integration (Epic/athena/HL7-FHIR) looks central to your growth. I led EHR/clinical-data integration work at Veeva for a decade; I'd love to show how I'd ship it without stalling your roadmap."
509,7.5,Madaket Health,madakethealth.com,claims/EDI integration,3,1,edi,0,0,,0,,,yes,1,2,39,0.051,$10M - $25M,Hospitals and Health Care,depends on edi; 2 technical of ~39 staff (ratio 0.051),"Hi there, I work as a fractional CTO on exactly your situation — Madaket Health where claims/EDI integration looks central to your growth. I led claims/EDI integration work at Veeva for a decade; I'd love to show how I'd ship it without stalling your roadmap."
510,7.5,Streamline AI,streamline.ai,Salesforce integration,3,1,salesforce,0,0,,0,,,yes,1,2,46,0.043,$10M - $25M,"Technology, Information and Internet",depends on salesforce; 2 technical of ~46 staff (ratio 0.043),"Hi there, I work as a fractional CTO on exactly your situation — Streamline AI where Salesforce integration looks central to your growth. I led Salesforce integration work at Veeva for a decade; I'd love to show how I'd ship it without stalling your roadmap."
511,7.5,Proficient Health,proficienthealth.com,EHR/clinical-data integration (Epic/athena/HL7-FHIR),3,1,interoperability,0,0,,0,,,yes,1,6,42,0.143,$1M - $5M,Hospitals and Health Care,depends on interoperability; 6 technical of ~42 staff (ratio 0.143),"Hi there, I work as a fractional CTO on exactly your situation — Proficient Health where EHR/clinical-data integration (Epic/athena/HL7-FHIR) looks central to your growth. I led EHR/clinical-data integration work at Veeva for a decade; I'd love to show how I'd ship it without stalling your roadmap."
512,7.5,Direct Commerce,directcommerce.com,claims/EDI integration,3,1,edi,0,0,,0,,,yes,2,7,31,0.226,$1M - $5M,"Technology, Information and Internet",depends on edi; 7 technical of ~31 staff (ratio 0.226),"Hi there, I work as a fractional CTO on exactly your situation — Direct Commerce where claims/EDI integration looks central to your growth. I led claims/EDI integration work at Veeva for a decade; I'd love to show how I'd ship it without stalling your roadmap."
513,7.5,Virtual Vision Health,virtualvision.health,ERP integration (NetSuite/SAP/Dynamics),3,1,sap,0,0,,0,,,yes,1,1,30,0.033,$1M - $5M,Medical Equipment Manufacturing,depends on sap; 1 technical of ~30 staff (ratio 0.033),"Hi there, I work as a fractional CTO on exactly your situation — Virtual Vision Health where ERP integration (NetSuite/SAP/Dynamics) looks central to your growth. I led ERP integration work at Veeva for a decade; I'd love to show how I'd ship it without stalling your roadmap."
514,7.5,Milagro,milagroai.com,EHR/clinical-data integration (Epic/athena/HL7-FHIR),3,1,epic|cerner,0,0,,0,,,yes,2,0,85,,$5M - $10M,Hospitals and Health Care,"depends on epic, cerner","Hi there, I work as a fractional CTO on exactly your situation — Milagro where EHR/clinical-data integration (Epic/athena/HL7-FHIR) looks central to your growth. I led EHR/clinical-data integration work at Veeva for a decade; I'd love to show how I'd ship it without stalling your roadmap."
515,7.5,Eon,eonhealth.com,EHR/clinical-data integration (Epic/athena/HL7-FHIR),3,1,ehr integration,0,0,,0,,,yes,4,10,1150,0.009,$10M - $25M,Hospitals and Health Care,depends on ehr integration; 10 technical of ~1150 staff (ratio 0.009),"Hi there, I work as a fractional CTO on exactly your situation — Eon where EHR/clinical-data integration (Epic/athena/HL7-FHIR) looks central to your growth. I led EHR/clinical-data integration work at Veeva for a decade; I'd love to show how I'd ship it without stalling your roadmap."
516,7.5,Noun Project,thenounproject.com,Salesforce integration,3,1,salesforce,0,0,,0,,,yes,1,4,60,0.067,$1M - $5M,Graphic Design,depends on salesforce; 4 technical of ~60 staff (ratio 0.067),"Hi there, I work as a fractional CTO on exactly your situation — Noun Project where Salesforce integration looks central to your growth. I led Salesforce integration work at Veeva for a decade; I'd love to show how I'd ship it without stalling your roadmap."
517,7.5,Tango Tango,tangotango.net,EHR/clinical-data integration (Epic/athena/HL7-FHIR),3,1,interoperability,0,0,,0,,,yes,1,4,23,0.174,$5M - $10M,Telecommunications,depends on interoperability; 4 technical of ~23 staff (ratio 0.174),"Hi there, I work as a fractional CTO on exactly your situation — Tango Tango where EHR/clinical-data integration (Epic/athena/HL7-FHIR) looks central to your growth. I led EHR/clinical-data integration work at Veeva for a decade; I'd love to show how I'd ship it without stalling your roadmap."
518,7.5,Focal | AI Superpowers for Wealth,meetwithfocal.com,Salesforce integration,3,1,salesforce,0,0,,0,,,yes,1,1,10,0.1,$5M - $10M,"Technology, Information and Internet",depends on salesforce; 1 technical of ~10 staff (ratio 0.1),"Hi there, I work as a fractional CTO on exactly your situation — Focal | AI Superpowers for Wealth where Salesforce integration looks central to your growth. I led Salesforce integration work at Veeva for a decade; I'd love to show how I'd ship it without stalling your roadmap."
519,7.5,Outbuild,outbuild.com,Procore/construction integration,3,1,procore,0,0,,0,,,yes,2,3,76,0.039,$25M - $50M,Software Development,depends on procore; 3 technical of ~76 staff (ratio 0.039),"Hi there, I work as a fractional CTO on exactly your situation — Outbuild where Procore/construction integration looks central to your growth. I led Procore/construction integration work at Veeva for a decade; I'd love to show how I'd ship it without stalling your roadmap."
520,7.5,Orderful,orderful.com,claims/EDI integration,3,1,edi,0,0,,0,,ashby,yes,8,20,102,0.196,$25M - $50M,Software Development,depends on edi; 20 technical of ~102 staff (ratio 0.196),"Hi there, I work as a fractional CTO on exactly your situation — Orderful where claims/EDI integration looks central to your growth. I led claims/EDI integration work at Veeva for a decade; I'd love to show how I'd ship it without stalling your roadmap."
521,7.5,Openprise,openprisetech.com,Salesforce integration,3,1,salesforce,0,0,,0,,,yes,6,20,130,0.154,$25M - $50M,Software Development,depends on salesforce; 20 technical of ~130 staff (ratio 0.154),"Hi there, I work as a fractional CTO on exactly your situation — Openprise where Salesforce integration looks central to your growth. I led Salesforce integration work at Veeva for a decade; I'd love to show how I'd ship it without stalling your roadmap."
522,7.5,Fullcast,fullcast.com,Salesforce integration,3,1,salesforce,0,0,,0,,,yes,1,30,408,0.074,$25M - $50M,Software Development,depends on salesforce; 30 technical of ~408 staff (ratio 0.074),"Hi there, I work as a fractional CTO on exactly your situation — Fullcast where Salesforce integration looks central to your growth. I led Salesforce integration work at Veeva for a decade; I'd love to show how I'd ship it without stalling your roadmap."
523,7.5,Uptics,uptics.io,Salesforce integration,3,1,salesforce,0,0,,0,,,yes,1,0,6,,Under $1M,Software Development,depends on salesforce,"Hi there, I work as a fractional CTO on exactly your situation — Uptics where Salesforce integration looks central to your growth. I led Salesforce integration work at Veeva for a decade; I'd love to show how I'd ship it without stalling your roadmap."
524,7.5,Humata Health,humatahealth.com,EHR/clinical-data integration (Epic/athena/HL7-FHIR),3,1,ehr integration|interoperability,0,0,,0,,ashby,yes,1,30,91,0.33,$25M - $50M,Software Development,"depends on ehr integration, interoperability; 30 technical of ~91 staff (ratio 0.33)","Hi there, I work as a fractional CTO on exactly your situation — Humata Health where EHR/clinical-data integration (Epic/athena/HL7-FHIR) looks central to your growth. I led EHR/clinical-data integration work at Veeva for a decade; I'd love to show how I'd ship it without stalling your roadmap."
525,7.5,Uniform,uniform.dev,Salesforce integration,3,1,sap|salesforce,0,0,,0,,,yes,1,2,152,0.013,$25M - $50M,Software Development,"depends on sap, salesforce; 2 technical of ~152 staff (ratio 0.013)","Hi there, I work as a fractional CTO on exactly your situation — Uniform where Salesforce integration looks central to your growth. I led Salesforce integration work at Veeva for a decade; I'd love to show how I'd ship it without stalling your roadmap."
526,7.5,Longbow Advantage,longbowadvantage.com,ERP integration (NetSuite/SAP/Dynamics),3,1,sap,0,0,,0,,,yes,1,20,93,0.215,Under $1M,"Technology, Information and Internet",depends on sap; 20 technical of ~93 staff (ratio 0.215),"Hi there, I work as a fractional CTO on exactly your situation — Longbow Advantage where ERP integration (NetSuite/SAP/Dynamics) looks central to your growth. I led ERP integration work at Veeva for a decade; I'd love to show how I'd ship it without stalling your roadmap."
527,7.5,Gemnote,gemnote.com,Salesforce integration,3,1,salesforce,0,0,,0,,,yes,1,2,25,0.08,Under $1M,"Technology, Information and Internet",depends on salesforce; 2 technical of ~25 staff (ratio 0.08),"Hi there, I work as a fractional CTO on exactly your situation — Gemnote where Salesforce integration looks central to your growth. I led Salesforce integration work at Veeva for a decade; I'd love to show how I'd ship it without stalling your roadmap."
528,7.5,iDocsWeb Telemedicine,idocsweb.com,EHR/clinical-data integration (Epic/athena/HL7-FHIR),3,1,emr integration,0,0,,0,,,yes,1,1,8,0.125,Under $1M,Hospitals and Health Care,depends on emr integration; 1 technical of ~8 staff (ratio 0.125),"Hi there, I work as a fractional CTO on exactly your situation — iDocsWeb Telemedicine where EHR/clinical-data integration (Epic/athena/HL7-FHIR) looks central to your growth. I led EHR/clinical-data integration work at Veeva for a decade; I'd love to show how I'd ship it without stalling your roadmap."
529,7.5,Engage3,engage3.com,ERP integration (NetSuite/SAP/Dynamics),3,1,sap,0,0,,0,,,yes,5,30,194,0.155,$25M - $50M,"Technology, Information and Internet",depends on sap; 30 technical of ~194 staff (ratio 0.155),"Hi there, I work as a fractional CTO on exactly your situation — Engage3 where ERP integration (NetSuite/SAP/Dynamics) looks central to your growth. I led ERP integration work at Veeva for a decade; I'd love to show how I'd ship it without stalling your roadmap."
530,7.5,Osigu,osigu.com,EHR/clinical-data integration (Epic/athena/HL7-FHIR),3,1,interoperability,0,0,,0,,,yes,2,2,200,0.01,$25M - $50M,"Technology, Information and Internet",depends on interoperability; 2 technical of ~200 staff (ratio 0.01),"Hi there, I work as a fractional CTO on exactly your situation — Osigu where EHR/clinical-data integration (Epic/athena/HL7-FHIR) looks central to your growth. I led EHR/clinical-data integration work at Veeva for a decade; I'd love to show how I'd ship it without stalling your roadmap."
531,7.5,Kinetik,kinetik.care,EHR/clinical-data integration (Epic/athena/HL7-FHIR),3,0,interoperability,1,1,QA Engineer II,0,,greenhouse,yes,8,20,90,0.222,$10M - $25M,Hospitals and Health Care,depends on interoperability; hiring 1 integration/API role(s) (QA Engineer II); 20 technical of ~90 staff (ratio 0.222),"Hi there, I work as a fractional CTO on exactly your situation — Kinetik where you're hiring for integration work. I led EHR/clinical-data integration work at Veeva for a decade; I'd love to show how I'd ship it without stalling your roadmap."
532,7.5,Vantage,vantage.sh,data-warehouse integration (Snowflake/Databricks),3,0,snowflake|databricks,1,1,Founding Solutions Engineer,0,,ashby,yes,2,20,107,0.187,$10M - $25M,"Technology, Information and Internet","depends on snowflake, databricks; hiring 1 integration/API role(s) (Founding Solutions Engineer); 20 technical of ~107 staff (ratio 0.187)","Hi there, I work as a fractional CTO on exactly your situation — Vantage where you're hiring for integration work. I led data-warehouse integration work at Veeva for a decade; I'd love to show how I'd ship it without stalling your roadmap."
533,7.5,Sift Healthcare,sifthealthcare.com,claims/EDI integration,3,0,clearinghouse,1,1,Senior AI Engineer,0,,greenhouse,yes,3,20,46,0.435,$25M - $50M,Hospitals and Health Care,depends on clearinghouse; hiring 1 integration/API role(s) (Senior AI Engineer); 20 technical of ~46 staff (ratio 0.435),"Hi there, I work as a fractional CTO on exactly your situation — Sift Healthcare where you're hiring for integration work. I led claims/EDI integration work at Veeva for a decade; I'd love to show how I'd ship it without stalling your roadmap."
534,7.0,Mobileforce Software,mobileforcesoftware.com,system-to-system integration,2,2,,0,0,,0,,,yes,2,4,19,0.211,$5M - $10M,Software Development,4 technical of ~19 staff (ratio 0.211),"Hi there, I work as a fractional CTO on exactly your situation — Mobileforce Software where system-to-system integration looks central to your roadmap. I led system-to-system integration work at Veeva for a decade; I'd love to show how I'd ship it without stalling your roadmap."
535,7.0,Qvinci Software,qvinci.com,system-to-system integration,2,2,,0,0,,0,,,yes,1,10,41,0.244,$5M - $10M,Software Development,10 technical of ~41 staff (ratio 0.244),"Hi there, I work as a fractional CTO on exactly your situation — Qvinci Software where system-to-system integration looks central to your roadmap. I led system-to-system integration work at Veeva for a decade; I'd love to show how I'd ship it without stalling your roadmap."
536,7.0,GoodDay Software,gooddaysoftware.com,system-to-system integration,2,2,,0,0,,0,,,yes,1,5,21,0.238,$5M - $10M,Software Development,5 technical of ~21 staff (ratio 0.238),"Hi there, I work as a fractional CTO on exactly your situation — GoodDay Software where system-to-system integration looks central to your roadmap. I led system-to-system integration work at Veeva for a decade; I'd love to show how I'd ship it without stalling your roadmap."
537,7.0,Distru,distru.com,system-to-system integration,2,2,,0,0,,0,,lever,yes,3,1,63,0.016,$5M - $10M,"Transportation, Logistics, Supply Chain and Storage",1 technical of ~63 staff (ratio 0.016),"Hi there, I work as a fractional CTO on exactly your situation — Distru where system-to-system integration looks central to your roadmap. I led system-to-system integration work at Veeva for a decade; I'd love to show how I'd ship it without stalling your roadmap."
538,7.0,Ekos,goekos.com,system-to-system integration,2,2,,0,0,,0,,,yes,1,9,87,0.103,$10M - $25M,Software Development,9 technical of ~87 staff (ratio 0.103),"Hi there, I work as a fractional CTO on exactly your situation — Ekos where system-to-system integration looks central to your roadmap. I led system-to-system integration work at Veeva for a decade; I'd love to show how I'd ship it without stalling your roadmap."
539,7.0,Backbone,backboneiq.com,system-to-system integration,2,2,,0,0,,0,,,yes,1,4,10,0.4,$10M - $25M,Software Development,4 technical of ~10 staff (ratio 0.4),"Hi there, I work as a fractional CTO on exactly your situation — Backbone where system-to-system integration looks central to your roadmap. I led system-to-system integration work at Veeva for a decade; I'd love to show how I'd ship it without stalling your roadmap."
540,7.0,Treet,treet.co,system-to-system integration,2,2,,0,0,,0,,,yes,1,3,34,0.088,$10M - $25M,Embedded Software Products,3 technical of ~34 staff (ratio 0.088),"Hi there, I work as a fractional CTO on exactly your situation — Treet where system-to-system integration looks central to your roadmap. I led system-to-system integration work at Veeva for a decade; I'd love to show how I'd ship it without stalling your roadmap."
541,7.0,Nextmv,nextmv.io,system-to-system integration,2,2,,0,0,,0,,,yes,6,5,17,0.294,$10M - $25M,Software Development,5 technical of ~17 staff (ratio 0.294),"Hi there, I work as a fractional CTO on exactly your situation — Nextmv where system-to-system integration looks central to your roadmap. I led system-to-system integration work at Veeva for a decade; I'd love to show how I'd ship it without stalling your roadmap."
542,7.0,Rye,rye.com,system-to-system integration,2,2,,0,0,,0,,,yes,1,6,103,0.058,$10M - $25M,Software Development,6 technical of ~103 staff (ratio 0.058),"Hi there, I work as a fractional CTO on exactly your situation — Rye where system-to-system integration looks central to your roadmap. I led system-to-system integration work at Veeva for a decade; I'd love to show how I'd ship it without stalling your roadmap."
543,7.0,DRINKS,drinks.com,system-to-system integration,2,2,,0,0,,0,,,yes,3,6,301,0.02,$10M - $25M,Software Development,6 technical of ~301 staff (ratio 0.02),"Hi there, I work as a fractional CTO on exactly your situation — DRINKS where system-to-system integration looks central to your roadmap. I led system-to-system integration work at Veeva for a decade; I'd love to show how I'd ship it without stalling your roadmap."
544,7.0,Knot,knotapi.com,system-to-system integration,2,2,,0,0,,0,,,yes,1,9,50,0.18,$10M - $25M,Software Development,9 technical of ~50 staff (ratio 0.18),"Hi there, I work as a fractional CTO on exactly your situation — Knot where system-to-system integration looks central to your roadmap. I led system-to-system integration work at Veeva for a decade; I'd love to show how I'd ship it without stalling your roadmap."
545,7.0,Retell AI,retellai.com,system-to-system integration,2,2,,0,0,,0,,ashby,yes,1,20,106,0.189,$5M - $10M,"Technology, Information and Internet",20 technical of ~106 staff (ratio 0.189),"Hi there, I work as a fractional CTO on exactly your situation — Retell AI where system-to-system integration looks central to your roadmap. I led system-to-system integration work at Veeva for a decade; I'd love to show how I'd ship it without stalling your roadmap."
546,7.0,Goldsky,goldsky.com,system-to-system integration,2,2,,0,0,,0,,ashby,yes,1,5,32,0.156,$10M - $25M,Data Infrastructure and Analytics,5 technical of ~32 staff (ratio 0.156),"Hi there, I work as a fractional CTO on exactly your situation — Goldsky where system-to-system integration looks central to your roadmap. I led system-to-system integration work at Veeva for a decade; I'd love to show how I'd ship it without stalling your roadmap."
547,7.0,Nector.io,nector.io,system-to-system integration,2,2,,0,0,,0,,,yes,1,0,134,,Under $1M,Software Development,,"Hi there, I work as a fractional CTO on exactly your situation — Nector.io where system-to-system integration looks central to your roadmap. I led system-to-system integration work at Veeva for a decade; I'd love to show how I'd ship it without stalling your roadmap."
548,7.0,Signzy,signzy.com,system-to-system integration,2,2,,0,0,,0,,,yes,4,0,423,,$25M - $50M,Financial Services,,"Hi there, I work as a fractional CTO on exactly your situation — Signzy where system-to-system integration looks central to your roadmap. I led system-to-system integration work at Veeva for a decade; I'd love to show how I'd ship it without stalling your roadmap."
549,7.0,Trove,trove.com,system-to-system integration,2,1,,1,1,Senior Programme Manager,0,,greenhouse,yes,2,30,166,0.181,$10M - $25M,Software Development,hiring 1 integration/API role(s) (Senior Programme Manager); 30 technical of ~166 staff (ratio 0.181),"Hi there, I work as a fractional CTO on exactly your situation — Trove where you're hiring for integration work. I led system-to-system integration work at Veeva for a decade; I'd love to show how I'd ship it without stalling your roadmap."
550,6.0,Gradient Works,gradient.works,Salesforce integration,3,0,salesforce,0,0,,0,,ashby,yes,1,4,23,0.174,$1M - $5M,Software Development,depends on salesforce; 4 technical of ~23 staff (ratio 0.174),"Hi there, I work as a fractional CTO on exactly your situation — Gradient Works where Salesforce integration looks central to your growth. I led Salesforce integration work at Veeva for a decade; I'd love to show how I'd ship it without stalling your roadmap."
551,6.0,Zylo,zylo.com,Salesforce integration,3,0,salesforce,0,0,,0,,,yes,7,40,157,0.255,$5M - $10M,Software Development,depends on salesforce; 40 technical of ~157 staff (ratio 0.255),"Hi there, I work as a fractional CTO on exactly your situation — Zylo where Salesforce integration looks central to your growth. I led Salesforce integration work at Veeva for a decade; I'd love to show how I'd ship it without stalling your roadmap."
552,6.0,Videate,videate.io,Procore/construction integration,3,0,procore,0,0,,0,,,yes,2,1,18,0.056,$1M - $5M,Software Development,depends on procore; 1 technical of ~18 staff (ratio 0.056),"Hi there, I work as a fractional CTO on exactly your situation — Videate where Procore/construction integration looks central to your growth. I led Procore/construction integration work at Veeva for a decade; I'd love to show how I'd ship it without stalling your roadmap."
553,6.0,SalesHood,saleshood.com,Salesforce integration,3,0,salesforce,0,0,,0,,,yes,2,10,49,0.204,$1M - $5M,Software Development,depends on salesforce; 10 technical of ~49 staff (ratio 0.204),"Hi there, I work as a fractional CTO on exactly your situation — SalesHood where Salesforce integration looks central to your growth. I led Salesforce integration work at Veeva for a decade; I'd love to show how I'd ship it without stalling your roadmap."
554,6.0,Tesorio,tesorio.com,Veeva Vault integration,3,0,veeva,0,0,,0,,lever,yes,3,6,44,0.136,$10M - $25M,Software Development,depends on veeva; 6 technical of ~44 staff (ratio 0.136),"Hi there, I work as a fractional CTO on exactly your situation — Tesorio where Veeva Vault integration looks central to your growth. I led Veeva Vault integration work at Veeva for a decade; I'd love to show how I'd ship it without stalling your roadmap."
555,6.0,myComply,mycomply.net,Procore/construction integration,3,0,procore,0,0,,0,,,yes,1,0,24,,$1M - $5M,Software Development,depends on procore,"Hi there, I work as a fractional CTO on exactly your situation — myComply where Procore/construction integration looks central to your growth. I led Procore/construction integration work at Veeva for a decade; I'd love to show how I'd ship it without stalling your roadmap."
